id,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,nom_vial,nom_v_e_1,numero_ext,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,latitud,longitud,fecha_alta,telefono,correoelec,www,PADO_geo,location_match,name_match,reason_for_checking,RA,Pharmacy,PADO,Chain,NO GSV,Permanently_closed,Note,GSV DATE
11189851,FARMACIA Y REGALOS SIN NOMBRE,,464111,Farmacias sin minisúper,0 a 5 personas,REAL CHICHIMA,REAL CHICHIMA,0,30093,7,Chiapas,19,Comitán de Domínguez,1,Comitán de Domínguez,729,109,16.2067266,-92.13080723,2024-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
11375861,FARMACIA SAN MARTIN,,464111,Farmacias sin minisúper,0 a 5 personas,QUINTA NORTE PONIENTE,QUINTA NORTE PONIENTE,0,30067,7,Chiapas,19,Comitán de Domínguez,1,Comitán de Domínguez,663,13,16.24544929,-92.15849834,2024-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
11420323,FARMACIA SIN NOMBRE,,464111,Farmacias sin minisúper,0 a 5 personas,LA UNION,NINGUNO,1,30030,7,Chiapas,19,Comitán de Domínguez,1,Comitán de Domínguez,292,8,16.25062527,-92.12261473,2024-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
11532110,BIOMOUSSON,,464111,Farmacias sin minisúper,0 a 5 personas,CENTRAL PONIENTE,TERCERA PONIENTE NORTE,0,30019,7,Chiapas,19,Comitán de Domínguez,1,Comitán de Domínguez,254,4,16.25099643,-92.13863901,2024-11,9636886225,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,,,,
11539530,VENTA DE PRODUCTO FARMACEUTICA SIN NOMBRE,,464111,Farmacias sin minisúper,0 a 5 personas,BELISARIO DOMINGUEZ,DECIMA PRIMERA SUR PONIENTE,17,30029,7,Chiapas,19,Comitán de Domínguez,1,Comitán de Domínguez,502,6,16.23760552,-92.13537552,2024-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,,,,
11576448,FARMACIA A30,,464111,Farmacias sin minisúper,0 a 5 personas,CUARTA NORTE PONIENTE,SEGUNDA PONIENTE NORTE,0,30019,7,Chiapas,19,Comitán de Domínguez,1,Comitán de Domínguez,235,15,16.25405513,-92.14006721,2024-11,9636345335,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,,,,
11633001,FARMACIA SANTA FE,,464111,Farmacias sin minisúper,0 a 5 personas,TERCERA ORIENTE NORTE,CENTRAL ORIENTE,9,30018,7,Chiapas,19,Comitán de Domínguez,1,Comitán de Domínguez,42,22,16.25464267,-92.13382375,2024-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
11667237,FARMACIA DUBON,,464111,Farmacias sin minisúper,0 a 5 personas,LA PRIMAVERA,PRIMERA DEL BARRIO DE LOS SABINOS,,30070,7,Chiapas,19,Comitán de Domínguez,1,Comitán de Domínguez,644,8,16.2383689,-92.11821488,2024-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
11680453,FARMACIA GARCIA,,464111,Farmacias sin minisúper,0 a 5 personas,QUINTA PONIENTE SUR,DECIMA SUR PONIENTE,0,30029,7,Chiapas,19,Comitán de Domínguez,1,Comitán de Domínguez,502,16,16.24046423,-92.13583572,2024-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,,,,
433097,FARMACIA DE SIMILARES BIADNA YANIN,,464111,Farmacias sin minisúper,0 a 5 personas,NINGUNO,NINGUNO,,30362,7,Chiapas,20,La Concordia,145,El Ámbar (El Ámbar de Echeverría),433,29,16.09040752,-92.83707523,2014-12,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,TRUE,FARMACIAS SIMILARES,,,Farmacias Similares,
433492,FARMACIA DE DIOS,,464111,Farmacias sin minisúper,0 a 5 personas,PRIMERA SUR,PRIMERA PONIENTE,,30360,7,Chiapas,20,La Concordia,1,La Concordia,293,12,16.11624575,-92.69048345,2014-12,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
497613,FARMACIAS DE GENERICOS Y SIMILARES BRIADNA YANIM,,464111,Farmacias sin minisúper,0 a 5 personas,NINGUNO,NINGUNO,,30360,7,Chiapas,20,La Concordia,3,Benito Juárez,040A,17,16.0426151,-92.81933034,2010-07,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,,,,
497623,FARMACIA SIN NOMBRE,,464111,Farmacias sin minisúper,0 a 5 personas,NINGUNO,NINGUNO,,30360,7,Chiapas,20,La Concordia,3,Benito Juárez,040A,30,16.04030583,-92.81997517,2010-07,9921236500,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
497812,FARMACIA GUADALUPANA,,464111,Farmacias sin minisúper,0 a 5 personas,PRIMERA NORTE,PRIMERA PONIENTE,,30360,7,Chiapas,20,La Concordia,1,La Concordia,293,10,16.1177945,-92.68971169,2010-07,,,,FALSE,TRUE,TRUE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
497876,FARMACIA MANANTIAL DE VIDA,,464111,Farmacias sin minisúper,0 a 5 personas,JUAN SABINES GUTIERREZ,PRIMERA PONIENTE,,30360,7,Chiapas,20,La Concordia,1,La Concordia,293,12,16.11705007,-92.69049908,2010-07,9921229929,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,,,,
6195730,FARMACIA LA EJIDAL,,464111,Farmacias sin minisúper,0 a 5 personas,CENTRAL,SEGUNDA NORTE,,30360,7,Chiapas,20,La Concordia,1,La Concordia,293,10,16.11833886,-92.68915555,2010-07,,,,FALSE,TRUE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
6198062,FARMACIA LA EJIDAL,,464111,Farmacias sin minisúper,0 a 5 personas,JUAN SABINES GUTIERREZ,PRIMERA PONIENTE,,30360,7,Chiapas,20,La Concordia,1,La Concordia,293,11,16.11716419,-92.69057422,2010-07,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
8010581,FARMACIA DE GENERICOS AHORRA MAX,,464112,Farmacias con minisúper,0 a 5 personas,NINGUNO,NINGUNO,,30360,7,Chiapas,20,La Concordia,3,Benito Juárez,040A,15,16.04079055,-92.8195034,2019-11,9921041410,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
8010684,MALEVA,,464111,Farmacias sin minisúper,0 a 5 personas,SEGUNDA NORTE,QUINTA ORIENTE,0,30360,7,Chiapas,20,La Concordia,1,La Concordia,306,2,16.11733828,-92.68537491,2019-11,9921099562,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,,,,
8010856,FARMACIA UNION Y PAZ,,464111,Farmacias sin minisúper,0 a 5 personas,PRIMERA ORIENTE,TERCERA NORTE,0,30360,7,Chiapas,20,La Concordia,1,La Concordia,306,10,16.118048,-92.68730474,2019-11,9921021952,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,TRUE,INDEPENDENT,,,,
8010913,FARMACIA SAN PEDRO,,464112,Farmacias con minisúper,0 a 5 personas,SEGUNDA SUR,PRIMERA PONIENTE,,30360,7,Chiapas,20,La Concordia,1,La Concordia,293,32,16.11551939,-92.69141918,2019-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
8011043,FARMACIA GAETS,,464112,Farmacias con minisúper,0 a 5 personas,NINGUNO,NINGUNO,,30360,7,Chiapas,20,La Concordia,3,Benito Juárez,040A,17,16.04150118,-92.81914027,2019-11,,E_DWYN90@GEMAIL.COM,,FALSE,TRUE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,,,,
8011284,FARMACIA RAMIREZ OZUNA,,464111,Farmacias sin minisúper,0 a 5 personas,NINGUNO,REPUBLICA DE PARAGUAY,,30362,7,Chiapas,20,La Concordia,145,El Ámbar (El Ámbar de Echeverría),433,7,16.09471811,-92.8323493,2019-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,TRUE,,,
8103691,FARMACIA AHORRAMAX,,464111,Farmacias sin minisúper,0 a 5 personas,NINGUNO,NINGUNO,0,30362,7,Chiapas,20,La Concordia,145,El Ámbar (El Ámbar de Echeverría),433,27,16.08976432,-92.83629307,2019-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,,,,
9407043,FARMACIAS SANTA CRUZ,SUPER FARMACIAS DEL SURESTE SA DE CV,464112,Farmacias con minisúper,0 a 5 personas,TERCERA NORTE PONIENTE,NINGUNO,0,,7,Chiapas,20,La Concordia,17,Independencia,62,34,16.08799986,-92.84254269,2024-11,,FCIA_SANTACRUZ@YAHOO.COM,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,TRUE,,,
9467124,FARMACIAS SANTACRUZ,SUPER FARMACIAS DEL SURESTE SA DE CV,464112,Farmacias con minisúper,0 a 5 personas,PRIMERA NORTE,CENTRAL,0,,7,Chiapas,20,La Concordia,1,La Concordia,293,11,16.11708285,-92.69027297,2023-11,,FCIA_SANTACRUZ@YAHOO.COM,,FALSE,TRUE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
9469159,FARMACIAS SANTA CRUZ,SUPER FARMACIAS DEL SURESTE SA DE CV,464112,Farmacias con minisúper,0 a 5 personas,PRIMERA NORTE,CENTRAL,0,,7,Chiapas,20,La Concordia,1,La Concordia,293,10,16.11769577,-92.68936717,2023-11,,FCIA_SANTACRUZ@YAHOO.COM,,FALSE,TRUE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
9474189,FARMACIAS YZA SUC 0071 LA CONCORDIA,FARMACON SA DE CV,464111,Farmacias sin minisúper,0 a 5 personas,JUAN SABINES GUTIÉRREZ,Central,,30360,7,Chiapas,20,La Concordia,1,La Concordia,293,11,16.11693816,-92.68973702,2024-05,,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
467604,FARMACIA SANTA MARIA,,464111,Farmacias sin minisúper,0 a 5 personas,PRIMERA PONIENTE SUR,NINGUNO,4,29620,7,Chiapas,21,Copainalá,1,Copainalá,74,40,17.09181987,-93.2112199,2010-07,9686610006,,,TRUE,TRUE,FALSE,No GSV within radius,Oscar ,TRUE,TRUE,INDEPENDENT,,,,
468629,FARMACIA ESPERANZA,,464111,Farmacias sin minisúper,0 a 5 personas,SEGUNDA NORTE ORIENTE,PRIMERA ORIENTE NORTE,6,29620,7,Chiapas,21,Copainalá,1,Copainalá,006A,1,17.09389326,-93.21155793,2010-07,9686610003,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
468662,FARMACIA ESPERANZA 2,,464111,Farmacias sin minisúper,6 a 10 personas,PRIMERA PONIENTE NORTE,PRIMERA NORTE PONIENTE,0,29620,7,Chiapas,21,Copainalá,1,Copainalá,006A,5,17.09346112,-93.2122063,2010-07,9611376396,NAYBA74@GMAIL.COM,,FALSE,TRUE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
468769,FARMACIA NUEVA ESPERANZA,,464111,Farmacias sin minisúper,0 a 5 personas,AVENIDA SEGUNDA NORTE ORIENTE,PRIMERA PONIENTE NORTE,,29620,7,Chiapas,21,Copainalá,1,Copainalá,006A,17,17.09337824,-93.21279477,2010-07,,,,FALSE,TRUE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
468879,GALINDOS FARMACIA,,464112,Farmacias con minisúper,0 a 5 personas,PRIMERA ORIENTE SUR,PRIMERA SUR ORIENTE,,29620,7,Chiapas,21,Copainalá,1,Copainalá,006A,32,17.09278824,-93.21000117,2010-07,,,,FALSE,TRUE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
6297503,OFICINAS ADMINISTRATIVAS DE COMIALEX,COMIALEX SA DE CV,464111,Farmacias sin minisúper,0 a 5 personas,PRIMERA PONIENTE NORTE,NINGUNO,2,29620,7,Chiapas,21,Copainalá,1,Copainalá,006A,17,17.09257776,-93.21168658,2014-12,,FC196COPAINALA@GMAIL.COM,,FALSE,TRUE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,,,,
6974520,FARMACIA LA CENTRAL,,464111,Farmacias sin minisúper,0 a 5 personas,CENTRAL SUR,CUARTA SUR ORIENTE,64,29620,7,Chiapas,21,Copainalá,1,Copainalá,74,1,17.08978153,-93.21024945,2019-11,9613303689,,,FALSE,TRUE,TRUE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
8532424,FARMACIA ALEXANA,,464111,Farmacias sin minisúper,0 a 5 personas,AVENIDA SEGUNDA NORTE ORIENTE,PRIMERA PONIENTE NORTE,0,29620,7,Chiapas,21,Copainalá,1,Copainalá,006A,17,17.09333357,-93.21295753,2019-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
8532480,FARMACIA ALEX SANA,,464111,Farmacias sin minisúper,0 a 5 personas,PRIMERA ORIENTE SUR,PRIMERA SUR ORIENTE,0,29620,7,Chiapas,21,Copainalá,1,Copainalá,74,25,17.09188404,-93.20970143,2019-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,,,,
9475918,FARMACIAS YZA SUC 9010 COPAINALA,FARMACON SA DE CV,464111,Farmacias sin minisúper,0 a 5 personas,CENTRAL ORIENTE,Primera Oriente Sur,,29620,7,Chiapas,21,Copainalá,1,Copainalá,006A,32,17.0929213,-93.21006446,2024-05,,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,FALSE,TRUE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
10090345,FARMACIA POKIOMO,,464111,Farmacias sin minisúper,0 a 5 personas,NINGUNO,TEJERIA NORTE,0,29620,7,Chiapas,21,Copainalá,1,Copainalá,006A,17,17.09293958,-93.21271929,2024-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,,,,
373536,FARMACIA LOPEZ,,464112,Farmacias con minisúper,0 a 5 personas,HERMANOS PEREZ,LAS MUJERES,0,29850,7,Chiapas,22,Chalchihuitán,1,Chalchihuitán,48,16,16.96500892,-92.61967288,2014-12,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,TRUE,,,
373561,FARMACIA SIN NOMBRE,,464111,Farmacias sin minisúper,0 a 5 personas,CAMPO SANTO,HERMANOS PEREZ,,29850,7,Chiapas,22,Chalchihuitán,1,Chalchihuitán,48,35,16.96278692,-92.61886533,2010-07,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,,,,
392899,FARMACIA DOMINGUEZ,,464111,Farmacias sin minisúper,0 a 5 personas,CENTRAL,CENTRAL,0,29850,7,Chiapas,22,Chalchihuitán,1,Chalchihuitán,48,2,16.96388234,-92.61816099,2014-12,,,,FALSE,TRUE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
10729396,FARMACIA SAN PABLO,,464111,Farmacias sin minisúper,0 a 5 personas,NINGUNO,CHALCHIHUITLE,0,29850,7,Chiapas,22,Chalchihuitán,1,Chalchihuitán,48,10,16.96161838,-92.61783571,2024-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
374521,FARMACIA EL NIÑO DOCTOR,,464111,Farmacias sin minisúper,0 a 5 personas,CENTRAL SEGUNDA,NINGUNO,0,29320,7,Chiapas,23,Chamula,1,Chamula,005A,34,16.78706326,-92.69104317,2014-12,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,,,,
374536,FARMACIA SAN JUAN,,464111,Farmacias sin minisúper,0 a 5 personas,CENTRAL PRIMERA,LOS LAURELES,0,29320,7,Chiapas,23,Chamula,1,Chamula,005A,9,16.78559817,-92.69132977,2010-07,9676744084,,,FALSE,TRUE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
374644,FARMACIA JESUS MEDICO,,464111,Farmacias sin minisúper,0 a 5 personas,CENTRAL PRIMERA,DIAMANTES,9,29320,7,Chiapas,23,Chamula,1,Chamula,005A,30,16.78633477,-92.69052908,2010-07,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,,,,
374659,FARMACIA Y PAPELERIA DE JESUS,,464111,Farmacias sin minisúper,0 a 5 personas,CENTRAL PRIMERA,NINGUNO,43,29320,7,Chiapas,23,Chamula,1,Chamula,005A,47,16.78478368,-92.69204184,2010-07,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
6296213,FARMACIAS DE SIMILARES CHAMULA,FARMACIAS DE SIMILARES SA DE CV,464111,Farmacias sin minisúper,0 a 5 personas,CENTRAL (SEGUNDA),Sin Referencia,,29320,7,Chiapas,23,Chamula,1,Chamula,005A,34,16.78731003,-92.69079404,2014-12,,REDESL@PORUNPAISMEJOR.COM.MX,WWW.FARMACIASDESIMILARES.COM,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,TRUE,FARMACIAS SIMILARES,,,,
6969396,FARMACIA DIGOS,,464111,Farmacias sin minisúper,0 a 5 personas,GIRASOL,GIRASOL,0,29320,7,Chiapas,23,Chamula,1,Chamula,005A,24,16.78851904,-92.69132983,2019-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,TRUE,,,
7184482,FARMACIA DEL CENTRO,,464111,Farmacias sin minisúper,0 a 5 personas,LAS ARTESANIAS,CENTRAL (SEGUNDA),,29320,7,Chiapas,23,Chamula,1,Chamula,005A,34,16.78710662,-92.69058026,2019-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,,,,
7875169,FARMACIA MANANTIAL,,464111,Farmacias sin minisúper,0 a 5 personas,MANANTIAL,MANANTIAL,16,29320,7,Chiapas,23,Chamula,1,Chamula,005A,13,16.78860369,-92.69094862,2019-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,TRUE,,,
10077601,FARMACIA SANTA FE,,464111,Farmacias sin minisúper,0 a 5 personas,CENTRAL PRIMERA,DIAMANTES,37,29320,7,Chiapas,23,Chamula,1,Chamula,005A,30,16.78530137,-92.6915,2024-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,TRUE,INDEPENDENT,,,,
10590654,FARMACIA DE DIOS,,464111,Farmacias sin minisúper,0 a 5 personas,CENTRAL PRIMERA,NINGUNO,,29320,7,Chiapas,23,Chamula,1,Chamula,005A,50,16.78225558,-92.69600479,2024-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,,,,
11062727,FARMACIA OZANA,,464111,Farmacias sin minisúper,0 a 5 personas,DEL CEMENTERIO,CENTRAL (PRIMERA),0,29320,7,Chiapas,23,Chamula,1,Chamula,005A,42,16.78449224,-92.69186437,2024-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,,,,
11321331,FARMACIA BUEN DOCTOR,,464112,Farmacias con minisúper,0 a 5 personas,CEMENTERIO,NINGUNO,,29320,7,Chiapas,23,Chamula,1,Chamula,98,3,16.78049008,-92.69351427,2024-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,,,,
11656988,FARMACIA ANGELITO,,464112,Farmacias con minisúper,0 a 5 personas,VINIK TON,VINIK TON,,29320,7,Chiapas,23,Chamula,1,Chamula,005A,23,16.78863236,-92.68952916,2024-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
7012587,FARMACIAS AHORRA MAX CUIDAMOS SU SALUD,,464111,Farmacias sin minisúper,0 a 5 personas,NINGUNO,CHORRITO,,29440,7,Chiapas,24,Chanal,1,Chanal,150,8,16.65804257,-92.26027912,2019-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
8638719,FARMACIA NOHEMI,,464111,Farmacias sin minisúper,0 a 5 personas,AGUSTIN DE ITURBIDE,MIGUEL ALEMAN,0,29440,7,Chiapas,24,Chanal,1,Chanal,150,11,16.66040533,-92.25990603,2019-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,,,,
8638769,FARMACIA MEDICO AMIGO,,464111,Farmacias sin minisúper,0 a 5 personas,CHORRITO,NINGUNO,0,29440,7,Chiapas,24,Chanal,1,Chanal,150,4,16.65908188,-92.2606842,2019-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
10594502,FARMACIA SALUD Y VIDA,,464111,Farmacias sin minisúper,0 a 5 personas,MIGUEL ALEMAN,LAS FLORES,0,29440,7,Chiapas,24,Chanal,1,Chanal,146,24,16.66309324,-92.26269949,2024-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,,,,
10675732,FARMACIA CHAVIN BULEVART,,464111,Farmacias sin minisúper,0 a 5 personas,NINGUNO,CHORRITO,,29440,7,Chiapas,24,Chanal,1,Chanal,150,8,16.65799101,-92.26032028,2024-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
10767292,FARMACIA 24 HORAS,,464111,Farmacias sin minisúper,0 a 5 personas,NINGUNO,NINGUNO,0,29440,7,Chiapas,24,Chanal,1,Chanal,184,3,16.65741038,-92.26741977,2024-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,TRUE,,,
10948914,FARMACIA ALEX,,464111,Farmacias sin minisúper,0 a 5 personas,NINGUNO,IGNACIO ZARAGOZA,0,29440,7,Chiapas,24,Chanal,1,Chanal,199,7,16.65288108,-92.25892671,2024-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,TRUE,,,
11457301,FARMACIA LOPEZ,,464111,Farmacias sin minisúper,0 a 5 personas,NINGUNO,NINGUNO,0,29440,7,Chiapas,24,Chanal,1,Chanal,150,9,16.65734613,-92.26096614,2024-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,,,,
351216,FARMACIA DE MEDICINAS SIMILARES DEL CENTRO,,464111,Farmacias sin minisúper,0 a 5 personas,PRIMERA NORTE,CONSTITUCION,0,29690,7,Chiapas,25,Chapultenango,1,Chapultenango,35,12,17.34018359,-93.12906654,2010-07,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
6963342,FARMACIA SAN JUDAS TADEO,,464111,Farmacias sin minisúper,0 a 5 personas,PRIMERA SUR,CONSTITUCION,,29690,7,Chiapas,25,Chapultenango,1,Chapultenango,35,5,17.33965658,-93.13040094,2019-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
10402868,FARMACIA SAN JUDAS 2,,464111,Farmacias sin minisúper,0 a 5 personas,CENTRAL,CONSTITUCION,0,29690,7,Chiapas,25,Chapultenango,1,Chapultenango,35,2,17.34011616,-93.12975879,2024-11,9323297491,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,,,,
10480612,FARMACIA FLORECITA,,464111,Farmacias sin minisúper,0 a 5 personas,INDEPENDENCIA,PRIMERA SUR,0,29690,7,Chiapas,25,Chapultenango,1,Chapultenango,35,6,17.34033299,-93.13096985,2024-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,,"IF YOU CHECK THE PHOTO, AND GOOGLE THERE IS A FARMACIA FLORECITA, BUT GSV IS FROM 2012 SO NOT COMPLETE ",,
10918422,FARMACIA EMAUS,,464112,Farmacias con minisúper,0 a 5 personas,INDEPENDENCIA,PRIMERA SUR,0,29690,7,Chiapas,25,Chapultenango,1,Chapultenango,35,1,17.34056884,-93.13037039,2024-11,9321006560,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,,,,
373761,FARMACIA VAZQUEZ,,464111,Farmacias sin minisúper,0 a 5 personas,BENITO JUAREZ,16 DE SEPTIEMBRE,0,29870,7,Chiapas,26,Chenalhó,1,Chenalhó,32,21,16.89484981,-92.62582676,2010-07,9191591684,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
373848,FARMACIA VAZQUEZ,,464111,Farmacias sin minisúper,0 a 5 personas,16 DE SEPTIEMBRE,LOS CAMINANTES,0,29870,7,Chiapas,26,Chenalhó,1,Chenalhó,32,23,16.8918305,-92.62625576,2010-07,9191493138,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,TRUE,INDEPENDENT,,,,
392626,FARMACIA CRUZ,,464111,Farmacias sin minisúper,0 a 5 personas,JOSEFA ORTIZ DE DOMINGUEZ,DOCTOR AGUIRRE BELTRAN,65,29870,7,Chiapas,26,Chenalhó,1,Chenalhó,32,25,16.89168278,-92.62719189,2014-12,9191254411,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
392689,FARMACIA SAN JUAN,,464111,Farmacias sin minisúper,0 a 5 personas,LOS CAMINANTES,NINGUNO,0,29870,7,Chiapas,26,Chenalhó,1,Chenalhó,32,35,16.88989789,-92.62633253,2014-12,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
6978085,FARMACIA SIN NOMBRE,,464111,Farmacias sin minisúper,0 a 5 personas,REAL DEPORTIVO,NINGUNO,,29870,7,Chiapas,26,Chenalhó,1,Chenalhó,66,11,16.89685211,-92.62699273,2019-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,FALSE,FALSE,,,,,
6978137,FARMACIA HERNANDEZ,,464111,Farmacias sin minisúper,0 a 5 personas,16 DE SEPTIEMBRE,JOSEFA ORTIZ DE DOMINGUEZ,,29870,7,Chiapas,26,Chenalhó,1,Chenalhó,32,40,16.89127436,-92.626502,2019-11,9191241889,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
6978141,FARMACIA SINAI,,464111,Farmacias sin minisúper,0 a 5 personas,DOCTOR AGUIRRE BELTRAN,JOSEFA ORTIZ DE DOMINGUEZ,,29870,7,Chiapas,26,Chenalhó,1,Chenalhó,32,25,16.89186414,-92.62681601,2019-11,,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
6978147,FARMACIA UNIDOS POR TU SALUD,,464111,Farmacias sin minisúper,0 a 5 personas,MIGUEL HIDALGO,16 DE SEPTIEMBRE,,29870,7,Chiapas,26,Chenalhó,1,Chenalhó,32,8,16.89415943,-92.62577975,2019-11,9191144318,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
6978682,FARMACIA PACIENCIA,,464111,Farmacias sin minisúper,0 a 5 personas,DOCTOR AGUIRRE BELTRAN,JOSEFA ORTIZ DE DOMINGUEZ,0,29870,7,Chiapas,26,Chenalhó,1,Chenalhó,32,26,16.89106243,-92.62701434,2019-11,9191121265,,,FALSE,FALSE,FALSE,No GSV within radius,Oscar ,TRUE,FALSE,,,,,
